EntrezID	GeneSymbol	Score	Druggble_rank
4056	LTC4S	-0.003180	1389
80852	GRIP2	-0.003181	
332	BIRC5	-0.003184	
6510	SLC1A5	-0.003187	1390
125170	SMCR7	-0.003193	
6692	SPINT1	-0.003193	
54962	TIPIN	-0.003194	
9152	SLC6A5	-0.003199	1391
10553	HTATIP2	-0.003204	1392
9755	TBKBP1	-0.003205	
27231	NMRK2	-0.003207	
84105	PCBD2	-0.003207	
1453	CSNK1D	-0.003208	
91010	FMNL3	-0.003209	
51304	ZDHHC3	-0.003209	
8840	WISP1	-0.003211	
4635	MYL4	-0.003212	
55799	CACNA2D3	-0.003217	1393
9054	NFS1	-0.003218	1394
3613	IMPA2	-0.003219	1395
6846	XCL2	-0.003220	
10814	CPLX2	-0.003227	
8501	SLC43A1	-0.003232	
11096	ADAMTS5	-0.003234	1396
4048	LTA4H	-0.003237	1397
4852	NPY	-0.003237	1398
216	ALDH1A1	-0.003242	1399
1832	DSP	-0.003243	
6324	SCN1B	-0.003243	1400
2744	GLS	-0.003250	1401
55800	SCN3B	-0.003251	1402
189	AGXT	-0.003253	1403
1903	S1PR3	-0.003256	
100294276		-0.003257	
80736	SLC44A4	-0.003260	1404
84074	QRICH2	-0.003266	
84992	PIGY	-0.003267	
664709		-0.003272	
6730	SRP68	-0.003276	
147	ADRA1B	-0.003278	1405
27236	ARFIP1	-0.003278	
7779	SLC30A1	-0.003280	
5435	POLR2F	-0.003289	
10332	CLEC4M	-0.003289	
622	BDH1	-0.003289	1406
285596	FAM153A	-0.003291	
3487	IGFBP4	-0.003292	
1869	E2F1	-0.003298	
5886	RAD23A	-0.003300	
4064	CD180	-0.003301	
54545	MTMR12	-0.003306	
84461	NEURL4	-0.003312	
7476	WNT7A	-0.003313	
891	CCNB1	-0.003315	
5962	RDX	-0.003322	1407
9114	ATP6V0D1	-0.003322	
51477	ISYNA1	-0.003325	1408
8499	PPFIA2	-0.003326	
6388	SDF2	-0.003329	1409
27285	TEKT2	-0.003332	
117194	MRGPRX2	-0.003334	
3127	HLA-DRB5	-0.003337	
2264	FGFR4	-0.003341	1410
81543	LRRC3	-0.003341	
348807	CCDC37	-0.003341	
40	ASIC2	-0.003342	1411
10653	SPINT2	-0.003344	
449520		-0.003345	
218	ALDH3A1	-0.003351	1412
663	BNIP2	-0.003358	
26	ABP1	-0.003358	1413
9727	RAB11FIP3	-0.003360	
8078	USP5	-0.003363	
285220	EPHA6	-0.003367	
2915	GRM5	-0.003376	1414
4522	MTHFD1	-0.003378	1415
5682	PSMA1	-0.003381	1416
475	ATOX1	-0.003382	1417
4589	MUC7	-0.003386	
64225	ATL2	-0.003388	
4974	OMG	-0.003391	
92292	GLYATL1	-0.003391	1418
4975	OMP	-0.003393	1419
56904	SH3GLB2	-0.003398	
55839	CENPN	-0.003399	
10135	NAMPT	-0.003400	1420
211	ALAS1	-0.003411	1421
8927	BSN	-0.003413	
79023	NUP37	-0.003417	
22854	NTNG1	-0.003420	
23203	PMPCA	-0.003433	
4713	NDUFB7	-0.003436	1422
5226	PGD	-0.003437	1423
10460	TACC3	-0.003440	
112476	PRRT2	-0.003443	
286753	TUSC5	-0.003443	
2829	XCR1	-0.003448	
5110	PCMT1	-0.003448	
6119	RPA3	-0.003448	
846	CASR	-0.003455	1424
7357	UGCG	-0.003456	1425
9517	SPTLC2	-0.003458	1426
1113	CHGA	-0.003460	
83853	ROPN1L	-0.003462	
3772	KCNJ15	-0.003468	
23094	SIPA1L3	-0.003472	
7077	TIMP2	-0.003476	
57010	CABP4	-0.003478	
4775	NFATC3	-0.003481	
731	C8A	-0.003493	
5731	PTGER1	-0.003495	1427
5365	PLXNB3	-0.003498	
116379	IL22RA2	-0.003499	
5376	PMP22	-0.003501	
493	ATP2B4	-0.003504	
1621	DBH	-0.003506	1428
92714	ARRDC1	-0.003507	
5819	PVRL2	-0.003509	
57468	SLC12A5	-0.003521	1429
54539	NDUFB11	-0.003522	
29919	C18orf8	-0.003526	
793	CALB1	-0.003527	
2618	GART	-0.003535	1430
4188	MDFI	-0.003536	
79897	RPP21	-0.003537	
2931	GSK3A	-0.003542	
84893	FBXO18	-0.003545	
7809	BSND	-0.003546	
9076	CLDN1	-0.003548	
51528	JKAMP	-0.003551	
9123	SLC16A3	-0.003554	1431
3988	LIPA	-0.003556	
2219	FCN1	-0.003579	
10419	PRMT5	-0.003593	
81786	TRIM7	-0.003602	
5525	PPP2R5A	-0.003604	
146760	RTN4RL1	-0.003608	
407835		-0.003618	
222389	BEND7	-0.003618	
339230	CCDC137	-0.003621	
3611	ILK	-0.003623	
4256	MGP	-0.003631	
23170	TTLL12	-0.003633	
284111	SLC13A5	-0.003635	
101	ADAM8	-0.003636	
53834	FGFRL1	-0.003638	
7356	SCGB1A1	-0.003639	1432
166647	GPR125	-0.003639	
2115	ETV1	-0.003643	
27344	PCSK1N	-0.003647	
253827	MSRB3	-0.003647	
286204	CRB2	-0.003648	
501	ALDH7A1	-0.003648	1433
108	ADCY2	-0.003649	1434
10893	MMP24	-0.003650	1435
90525	SHF	-0.003653	
23498	HAAO	-0.003654	
4224	MEP1A	-0.003658	
81688	C6orf62	-0.003659	
3627	CXCL10	-0.003667	1436
54763	ROPN1	-0.003677	
152015	ROPN1B	-0.003677	
5878	RAB5C	-0.003679	
54407	SLC38A2	-0.003679	
22862	FNDC3A	-0.003684	
83755	KRTAP4-12	-0.003684	
6757	SSX2	-0.003686	
116	ADCYAP1	-0.003687	1437
10396	ATP8A1	-0.003689	1438
22836	RHOBTB3	-0.003690	
4725	NDUFS5	-0.003693	1439
5341	PLEK	-0.003695	
440	ASNS	-0.003698	1440
6453	ITSN1	-0.003707	
9211	LGI1	-0.003709	
79587	CARS2	-0.003711	1441
54828	BCAS3	-0.003717	
57084	SLC17A6	-0.003719	
93986	FOXP2	-0.003725	
90417	KNSTRN	-0.003728	
9479	MAPK8IP1	-0.003729	1442
221527	ZBTB12	-0.003738	
79751	SLC25A22	-0.003739	1443
9538	EI24	-0.003741	
148066	ZNRF4	-0.003742	
57724	EPG5	-0.003744	
10497	UNC13B	-0.003744	
1800	DPEP1	-0.003760	1444
64216	TFB2M	-0.003765	
2879	GPX4	-0.003769	1445
10566	AKAP3	-0.003769	
3756	KCNH1	-0.003772	
1537	CYC1	-0.003775	1446
7781	SLC30A3	-0.003784	
6624	FSCN1	-0.003786	
4360	MRC1	-0.003788	
57336	ZNF287	-0.003789	
8692	HYAL2	-0.003795	
283989	TSEN54	-0.003796	
1360	CPB1	-0.003798	1447
25841	ABTB2	-0.003804	
6405	SEMA3F	-0.003815	
79095	C9orf16	-0.003815	
23549	DNPEP	-0.003819	1448
160760	PPTC7	-0.003823	
54361	WNT4	-0.003830	
56155	TEX14	-0.003833	
79684	MSANTD2	-0.003833	
503542	SPRN	-0.003833	
10152	ABI2	-0.003834	
1327	COX4I1	-0.003835	1449
23392	KIAA0368	-0.003847	
54681	P4HTM	-0.003850	1450
151987	PPP4R2	-0.003850	
5883	RAD9A	-0.003860	
81618	ITM2C	-0.003863	
1473	CST5	-0.003871	
374403	TBC1D10C	-0.003873	
57348	TTYH1	-0.003877	
8808	IL1RL2	-0.003879	
79631	EFTUD1	-0.003885	1451
11212	PROSC	-0.003885	1452
2281	FKBP1B	-0.003889	1453
3936	LCP1	-0.003899	
4718	NDUFC2	-0.003918	1454
311	ANXA11	-0.003921	
10983	CCNI	-0.003924	
79648	MCPH1	-0.003927	
6926	TBX3	-0.003930	
5888	RAD51	-0.003932	1455
51606	ATP6V1H	-0.003932	
27042	DIEXF	-0.003948	
2339	FNTA	-0.003948	1456
60482	SLC5A7	-0.003951	1457
10125	RASGRP1	-0.003956	
3148	HMGB2	-0.003956	
64388	GREM2	-0.003962	
114822	RHPN1	-0.003968	
1395	CRHR2	-0.003969	
3759	KCNJ2	-0.003974	
7103	TSPAN8	-0.003974	
165904	XIRP1	-0.003974	
2058	EPRS	-0.003978	1458
79710	MORC4	-0.003980	
113026	PLCD3	-0.003980	
168451	THAP5	-0.003980	
25987	TSKU	-0.003980	
79842	ZBTB3	-0.003980	
3651	PDX1	-0.003985	
6385	SDC4	-0.003985	
199731	CADM4	-0.003986	
54850	FBXL12	-0.003996	
1130	LYST	-0.004007	
8733	GPAA1	-0.004012	
255394	TCP11L2	-0.004018	
54546	RNF186	-0.004021	
199720	GGN	-0.004022	
83787	ARMC10	-0.004023	
1345	COX6C	-0.004029	1459
2243	FGA	-0.004030	1460
7399	USH2A	-0.004030	
10873	ME3	-0.004042	1461
389	RHOC	-0.004045	
5121	PCP4	-0.004048	
5470	PPEF2	-0.004048	
5475	PPEF1	-0.004048	
80279	CDK5RAP3	-0.004053	
80709	AKNA	-0.004054	
94122	SYTL5	-0.004059	
196383	RILPL2	-0.004061	
57610	RANBP10	-0.004062	
4222	MEOX1	-0.004065	
548593	SLX1A	-0.004066	
10203	CALCRL	-0.004068	
57403	RAB22A	-0.004068	
2205	FCER1A	-0.004069	1462
9340	GLP2R	-0.004077	1463
6557	SLC12A1	-0.004080	1464
2962	GTF2F1	-0.004086	
23530	NNT	-0.004089	1465
59272	ACE2	-0.004096	1466
401024	FSIP2	-0.004098	
5354	PLP1	-0.004099	
29116	MYLIP	-0.004099	
64284	RAB17	-0.004100	
8916	HERC3	-0.004106	
8577	TMEFF1	-0.004113	
22950	SLC4A1AP	-0.004120	
54498	SMOX	-0.004121	1467
1237	CCR8	-0.004126	
915	CD3D	-0.004138	1468
388344		-0.004139	
5741	PTH	-0.004146	1469
486	FXYD2	-0.004148	1470
50626	CYHR1	-0.004158	
7461	CLIP2	-0.004160	
58500	ZNF250	-0.004164	
6775065		-0.004167	
79598	CEP97	-0.004170	
3493		-0.004178	
26260	FBXO25	-0.004181	
201456	FBXO15	-0.004181	
1392	CRH	-0.004187	1471
767	CA8	-0.004189	1472
7884	SLBP	-0.004190	
387522		-0.004196	
283987	HID1	-0.004196	
221955	DAGLB	-0.004197	
10220	GDF11	-0.004205	
29941	PKN3	-0.004219	
5105	PCK1	-0.004226	1473
25996	REXO2	-0.004227	
4055	LTBR	-0.004229	
3742	KCNA6	-0.004230	
2161	F12	-0.004239	
10459	MAD2L2	-0.004252	
822	CAPG	-0.004257	
6775063		-0.004271	
51752	ERAP1	-0.004273	
50512	PODXL2	-0.004286	
9641	IKBKE	-0.004288	
9732	DOCK4	-0.004288	
26024	PTCD1	-0.004292	
84941	HSH2D	-0.004294	
7472	WNT2	-0.004300	
4286	MITF	-0.004304	
3416	IDE	-0.004307	1474
4033	LRMP	-0.004310	
9709	HERPUD1	-0.004310	
60685	ZFAND3	-0.004311	
79369	B3GNT4	-0.004311	
93010	B3GNT7	-0.004311	
5650	KLK7	-0.004313	1475
881	CCIN	-0.004315	
92609	TIMM50	-0.004320	
200958	MUC20	-0.004321	
92285	ZNF585B	-0.004324	
55094	GPATCH1	-0.004328	
9764	KIAA0513	-0.004331	
27349	MCAT	-0.004332	1476
7417	VDAC2	-0.004339	1477
81693	AMN	-0.004343	1478
10391	CORO2B	-0.004349	
266743	NPAS4	-0.004352	
6335	SCN9A	-0.004353	1479
84457	PHYHIPL	-0.004363	
11165	NUDT3	-0.004372	
22832	KIAA1009	-0.004376	
29089	UBE2T	-0.004377	
360203	GLT6D1	-0.004378	1480
23335	WDR7	-0.004381	
4239	MFAP4	-0.004382	
84817	TXNDC17	-0.004388	
1908	EDN3	-0.004389	
55561	CDC42BPG	-0.004395	
5862	RAB2A	-0.004397	
128272	ARHGEF19	-0.004404	
166785	MMAA	-0.004404	1481
4628	MYH10	-0.004405	
55501	CHST12	-0.004411	
2014	EMP3	-0.004411	
3443	IFNA6	-0.004417	
920	CD4	-0.004418	1482
54148	MRPL39	-0.004418	
10397	NDRG1	-0.004421	
9356	SLC22A6	-0.004422	1483
9376	SLC22A8	-0.004422	1484
6561	SLC13A1	-0.004423	1485
27232	GNMT	-0.004423	1486
7108	TM7SF2	-0.004430	
7568	ZNF20	-0.004431	
57143	ADCK1	-0.004434	
6857	SYT1	-0.004436	1487
80215		-0.004438	
790955	C11orf83	-0.004438	
84619	ZGPAT	-0.004449	
55283	MCOLN3	-0.004456	
64800	EFCAB6	-0.004457	
114	ADCY8	-0.004461	
84231	TRAF7	-0.004468	
64359	NXN	-0.004471	
155066	ATP6V0E2	-0.004472	
2686	GGT7	-0.004477	
138065	RNF183	-0.004479	
10467	ZNHIT1	-0.004480	
278	AMY1C	-0.004485	
64109	CRLF2	-0.004486	
4317	MMP8	-0.004486	1488
51191	HERC5	-0.004490	
6545	SLC7A4	-0.004491	1489
472	ATM	-0.004493	
1639	DCTN1	-0.004495	
779	CACNA1S	-0.004498	1490
11043	MID2	-0.004505	
54968	TMEM70	-0.004508	
7369	UMOD	-0.004508	
5361	PLXNA1	-0.004511	
719	C3AR1	-0.004514	
63933	MCUR1	-0.004527	
5076	PAX2	-0.004528	
6370	CCL25	-0.004531	
54984	PINX1	-0.004532	
80262	C16orf70	-0.004533	
3295	HSD17B4	-0.004535	1491
6695	SPOCK1	-0.004536	
1059	CENPB	-0.004538	
10225	CD96	-0.004539	
5577	PRKAR2B	-0.004541	1492
253635	GPATCH11	-0.004542	
5359	PLSCR1	-0.004552	
81533	ITFG1	-0.004552	
90550	MCU	-0.004552	
9235	IL32	-0.004553	
54933	RHBDL2	-0.004554	
329	BIRC2	-0.004557	
56311	ANKRD7	-0.004557	
83461	CDCA3	-0.004559	
51257	2-Mar	-0.004562	
342898	SYCN	-0.004563	
83943	IMMP2L	-0.004563	
56165	TDRD1	-0.004569	
3579	CXCR2	-0.004570	
196294	IMMP1L	-0.004583	
2752	GLUL	-0.004586	1493
8972	MGAM	-0.004589	1494
57670	KIAA1549	-0.004589	
3786	KCNQ3	-0.004590	
8473	OGT	-0.004601	
5251	PHEX	-0.004604	
267012	DAOA	-0.004610	
26235	FBXL4	-0.004617	
55336	FBXL8	-0.004617	
126433	FBXO27	-0.004617	
144699	FBXL14	-0.004617	
157574	FBXO16	-0.004617	
5545	PRB4	-0.004620	
57829	ZP4	-0.004620	
114815	SORCS1	-0.004620	
23387	SIK3	-0.004621	
64167	ERAP2	-0.004629	
27037	TRMT2A	-0.004630	
56474	CTPS2	-0.004631	
57205	ATP10D	-0.004631	
51284	TLR7	-0.004632	1495
7166	TPH1	-0.004633	1496
23293	SMG6	-0.004633	
2346	FOLH1	-0.004638	1497
51085	MLXIPL	-0.004639	
3354	HTR1E	-0.004640	1498
143098	MPP7	-0.004645	
285346	ZNF852	-0.004652	
79695	GALNT12	-0.004657	
1896	EDA	-0.004665	
9363	RAB33A	-0.004670	
5331	PLCB3	-0.004678	
11278	KLF12	-0.004678	
440145	MZT1	-0.004686	
79853	TM4SF20	-0.004691	
10156	RASA4	-0.004692	
57182	ANKRD50	-0.004695	
9507	ADAMTS4	-0.004703	
92170	MTG1	-0.004712	
3363	HTR7	-0.004715	1499
23264	ZC3H7B	-0.004715	
4843	NOS2	-0.004719	1500
7043	TGFB3	-0.004722	1501
8914	TIMELESS	-0.004723	
1776	DNASE1L3	-0.004727	
81544	GDPD5	-0.004727	
201176	ARHGAP27	-0.004727	
79607	FAM118B	-0.004731	
6649	SOD3	-0.004742	
6423	SFRP2	-0.004747	
3767	KCNJ11	-0.004749	
1595	CYP51A1	-0.004750	1502
5859	QARS	-0.004751	1503
26284	ERAL1	-0.004752	
285362	SUMF1	-0.004753	
90025	UBE3D	-0.004760	
51200	CPA4	-0.004767	
84179	MFSD7	-0.004775	
100129237		-0.004779	
23619	ZIM2	-0.004780	
64081	PBLD	-0.004783	
9907	AP5Z1	-0.004790	
93145	OLFM2	-0.004796	
4283	CXCL9	-0.004796	
389421	LIN28B	-0.004806	
122622	ADSSL1	-0.004806	1504
3620	IDO1	-0.004809	1505
1520	CTSS	-0.004815	1506
23064	SETX	-0.004817	
2781	GNAZ	-0.004818	
653808	ZG16	-0.004819	
9437	NCR1	-0.004825	1507
91782	CHMP7	-0.004830	
6436		-0.004837	
909	CD1A	-0.004840	1508
913	CD1E	-0.004840	
23014	FBXO21	-0.004846	
5683	PSMA2	-0.004848	1509
1346	COX7A1	-0.004849	1510
23471	TRAM1	-0.004855	
133957	CCDC127	-0.004855	
51171	HSD17B14	-0.004859	
2797	GNRH2	-0.004868	
140739	UBE2F	-0.004876	
54550	NECAB2	-0.004881	
6855	SYP	-0.004884	
6240	RRM1	-0.004884	1511
140710	SOGA1	-0.004886	
4514	MT-CO3	-0.004893	1512
196403	DTX3	-0.004895	
8399	PLA2G10	-0.004901	1513
57689	LRRC4C	-0.004903	
79641	ROGDI	-0.004908	
8900	CCNA1	-0.004913	
55321	TMEM74B	-0.004914	
126669	SHE	-0.004914	
25884	CHRDL2	-0.004919	
326625	MMAB	-0.004928	1514
1303	COL12A1	-0.004928	
137492	VPS37A	-0.004929	
4287	ATXN3	-0.004929	
3184	HNRNPD	-0.004933	
54936	ADPRHL2	-0.004934	
57506	MAVS	-0.004949	
6998		-0.004952	
3040	HBA2	-0.004957	
7135	TNNI1	-0.004962	
53340	SPA17	-0.004965	
342184	FMN1	-0.004967	
51124	IER3IP1	-0.004970	
79745	CLIP4	-0.004970	
2342	FNTB	-0.004970	1515
3384	ICAM2	-0.004972	
5153	PDE1B	-0.004976	1516
1287	COL4A5	-0.004980	
10399	GNB2L1	-0.004981	
2694	GIF	-0.004982	
2488	FSHB	-0.004988	
1136	CHRNA3	-0.004988	1517
64928	MRPL14	-0.004989	
417	ART1	-0.004991	1518
1837	DTNA	-0.004996	
81491	GPR63	-0.004998	
79080	CCDC86	-0.005000	
5199	CFP	-0.005003	
80315	CPEB4	-0.005003	
2776	GNAQ	-0.005008	
56927	GPR108	-0.005008	
140838	NANP	-0.005012	
5719	PSMD13	-0.005012	
2119	ETV5	-0.005014	
55909	BIN3	-0.005018	
478	ATP1A3	-0.005024	
50507	NOX4	-0.005032	
1607	DGKB	-0.005033	
57405	SPC25	-0.005045	
830	CAPZA2	-0.005054	
5208	PFKFB2	-0.005055	
9856	KIAA0319	-0.005068	
3813		-0.005069	
56141		-0.005076	
7140	TNNT3	-0.005079	
25827	FBXL2	-0.005084	
64386	MMP25	-0.005085	1519
257194	NEGR1	-0.005098	
633	BGN	-0.005103	
80254	CEP63	-0.005108	
204474	PDILT	-0.005111	
2743	GLRB	-0.005112	1520
2074	ERCC6	-0.005113	
25803	SPDEF	-0.005113	
1413	CRYBA4	-0.005117	
6375	XCL1	-0.005119	
6840	SVIL	-0.005123	
92797	HELB	-0.005124	
4327	MMP19	-0.005124	1521
23589	CARHSP1	-0.005125	
2028	ENPEP	-0.005125	1522
4130	MAP1A	-0.005127	1523
4583	MUC2	-0.005128	1524
1584	CYP11B1	-0.005128	1525
6902	TBCA	-0.005133	
5132	PDC	-0.005133	1526
9892	SNAP91	-0.005135	
4314	MMP3	-0.005142	1527
2009	EML1	-0.005144	
432	ASGR1	-0.005144	
2702	GJA5	-0.005149	
7016	TESK1	-0.005156	
55843	ARHGAP15	-0.005160	
57674	RNF213	-0.005167	
9267	CYTH1	-0.005175	
5593	PRKG2	-0.005178	
9024	BRSK2	-0.005180	
55297	CCDC91	-0.005186	
3697	ITIH1	-0.005186	
9929	JOSD1	-0.005187	
9899	SV2B	-0.005191	
80726	KIAA1683	-0.005197	
23626	SPO11	-0.005197	
28517		-0.005199	
7784	ZP3	-0.005199	
7385	UQCRC2	-0.005206	1528
55893	ZNF395	-0.005206	
79733	E2F8	-0.005208	
8907	AP1M1	-0.005214	
56919	DHX33	-0.005215	
84955	NUDCD1	-0.005215	
84954	MPND	-0.005215	
9536	PTGES	-0.005216	
3284	HSD3B2	-0.005219	1529
57594	HOMEZ	-0.005221	
1610	DAO	-0.005225	1530
9265	CYTH3	-0.005227	1531
3752	KCND3	-0.005236	1532
8208	CHAF1B	-0.005236	
1814	DRD3	-0.005238	1533
321	APBA2	-0.005247	
81553	FAM49A	-0.005248	
100290070		-0.005252	
8513	LIPF	-0.005254	1534
8518	IKBKAP	-0.005254	
23597	ACOT9	-0.005257	
158358	KIAA2026	-0.005258	
5533	PPP3CC	-0.005265	
23041	MON2	-0.005265	
2892	GRIA3	-0.005270	1535
6241	RRM2	-0.005273	1536
84883	AIFM2	-0.005275	
6614	SIGLEC1	-0.005278	1537
2963	GTF2F2	-0.005279	
28976	ACAD9	-0.005280	
5793	PTPRG	-0.005285	
7477	WNT7B	-0.005286	
27158	NDOR1	-0.005287	
7444	VRK2	-0.005290	
4842	NOS1	-0.005292	1538
55349	CHDH	-0.005293	1539
55154	MSTO1	-0.005299	
55776	SAYSD1	-0.005299	
9403		-0.005301	
55540	IL17RB	-0.005303	
27346	TMEM97	-0.005305	
9313	MMP20	-0.005313	1540
117155	CATSPER2	-0.005319	
784	CACNB3	-0.005323	1541
285296		-0.005327	
6696	SPP1	-0.005332	
6640	SNTA1	-0.005332	
266747	RGL4	-0.005334	
50615	IL21R	-0.005339	
51666	ASB4	-0.005341	
10939	AFG3L2	-0.005369	1542
55125	CEP192	-0.005371	
773	CACNA1A	-0.005379	1543
4552	MTRR	-0.005381	1544
79573	TTC13	-0.005385	
201475	RAB12	-0.005387	
3822	KLRC2	-0.005391	
4644	MYO5A	-0.005397	
3601	IL15RA	-0.005401	
80343	SEL1L2	-0.005414	
1240	CMKLR1	-0.005417	
64395	GMCL1	-0.005418	
4320	MMP11	-0.005426	1545
23118	TAB2	-0.005428	
1609	DGKQ	-0.005447	
280	AMY2B	-0.005458	1546
5191	PEX7	-0.005478	
23475	QPRT	-0.005479	1547
79750	ZNF385D	-0.005481	
64506	CPEB1	-0.005482	
64946	CENPH	-0.005485	
29880	ALG5	-0.005494	
6885	MAP3K7	-0.005496	
2358	FPR2	-0.005497	
348980	HCN1	-0.005501	
55004	LAMTOR1	-0.005504	
57115	PGLYRP4	-0.005508	
114771	PGLYRP3	-0.005508	1548
79002	C19orf43	-0.005510	
730010		-0.005511	
8807	IL18RAP	-0.005511	
23230	VPS13A	-0.005512	
51209	RAB9B	-0.005514	
84332	DYDC2	-0.005516	
51005	AMDHD2	-0.005519	
183	AGT	-0.005520	
5874	RAB27B	-0.005522	
1622	DBI	-0.005523	1549
6999	TDO2	-0.005525	1550
54619	CCNJ	-0.005525	
55258	THNSL2	-0.005526	
55423	SIRPG	-0.005527	
54732	TMED9	-0.005533	
57192	MCOLN1	-0.005533	
5995	RGR	-0.005533	
84140	FAM161A	-0.005538	
3273	HRG	-0.005540	
91442	C19orf40	-0.005557	
6582	SLC22A2	-0.005558	1551
435	ASL	-0.005565	1552
26119	LDLRAP1	-0.005571	
4605	MYBL2	-0.005572	
57579	FAM135A	-0.005581	
489	ATP2A3	-0.005581	
1585	CYP11B2	-0.005584	1553
5988	RFPL1	-0.005593	
30818	KCNIP3	-0.005595	
11063	SOX30	-0.005601	
1586	CYP17A1	-0.005613	1554
26148	C10orf12	-0.005614	
2999	GZMH	-0.005614	
6713	SQLE	-0.005615	1555
55040	EPN3	-0.005621	
81037	CLPTM1L	-0.005623	
10345	TRDN	-0.005635	
3359	HTR3A	-0.005636	1556
123228	SENP8	-0.005636	
10590	SCGN	-0.005639	
245812	CNPY4	-0.005642	
23428	SLC7A8	-0.005642	1557
29062	WDR91	-0.005645	
10863	ADAM28	-0.005651	1558
5899	RALB	-0.005654	
43	ACHE	-0.005655	1559
79658	ARHGAP10	-0.005659	
1490	CTGF	-0.005662	
56850	GRIPAP1	-0.005662	
2782	GNB1	-0.005666	1560
5228	PGF	-0.005667	1561
6532	SLC6A4	-0.005671	1562
990	CDC6	-0.005675	
5709	PSMD3	-0.005677	
24142	NAT6	-0.005685	
9487	PIGL	-0.005688	
1992	SERPINB1	-0.005693	
23492	CBX7	-0.005694	
280636	C11orf31	-0.005694	
440068	CARD17	-0.005704	
815	CAMK2A	-0.005707	1563
79690	GAL3ST4	-0.005715	
91419	XRCC6BP1	-0.005715	
3736	KCNA1	-0.005717	1564
128989	TANGO2	-0.005718	
64092	SAMSN1	-0.005720	
23062	GGA2	-0.005720	
4259	MGST3	-0.005738	1565
27241	BBS9	-0.005743	
4729	NDUFV2	-0.005743	1566
59082	CARD18	-0.005749	
54760	PCSK4	-0.005750	
3251	HPRT1	-0.005752	1567
23654	PLXNB2	-0.005761	
94056	SYAP1	-0.005762	
80031	SEMA6D	-0.005769	
83989	FAM172A	-0.005781	
84334	APOPT1	-0.005783	
23078	VWA8	-0.005785	
5118	PCOLCE	-0.005801	
84061	MAGT1	-0.005802	
2902	GRIN1	-0.005803	1568
4799	NFX1	-0.005809	
8942	KYNU	-0.005814	1569
56654	NPDC1	-0.005820	
1120	CHKB	-0.005826	1570
2622	GAS8	-0.005829	
2178	FANCE	-0.005830	
5464	PPA1	-0.005836	1571
25818	KLK5	-0.005844	
9467	SH3BP5	-0.005852	
7284	TUFM	-0.005852	1572
1236	CCR7	-0.005858	
5335	PLCG1	-0.005862	
140597	TCEAL2	-0.005865	
26524	LATS2	-0.005869	
9474	ATG5	-0.005874	
11253	MAN1B1	-0.005877	1573
6559	SLC12A3	-0.005889	1574
100287466	PNMA6D	-0.005890	
55228	PNMAL1	-0.005890	
642393		-0.005892	
22859	LPHN1	-0.005893	
5651	TMPRSS15	-0.005895	
140767	NRSN1	-0.005895	
9229	DLGAP1	-0.005906	
92359	CRB3	-0.005906	
1373	CPS1	-0.005909	1575
10991	SLC38A3	-0.005915	1576
126003	TRAPPC5	-0.005923	1577
5694	PSMB6	-0.005928	1578
57178	ZMIZ1	-0.005939	
2705	GJB1	-0.005951	
5422	POLA1	-0.005954	1579
57146	TMEM159	-0.005957	
92399	MRRF	-0.005962	
23299	BICD2	-0.005966	
781	CACNA2D1	-0.005968	1580
1102	RCBTB2	-0.005990	
51542	VPS54	-0.005990	
150274	HSCB	-0.005991	
2742	GLRA2	-0.005999	1581
2913	GRM3	-0.006001	1582
9874	TLK1	-0.006001	
81793	TLR10	-0.006002	
8828	NRP2	-0.006011	
10	NAT2	-0.006014	1583
54862	CC2D1A	-0.006017	
163081	ZNF567	-0.006030	
6338	SCNN1B	-0.006036	1584
150726	FBXO41	-0.006042	
163051	ZNF709	-0.006057	
54507	ADAMTSL4	-0.006060	
80305	TRABD	-0.006061	
10507	SEMA4D	-0.006063	
7139	TNNT2	-0.006073	
1325	CORT	-0.006079	
340348	TSPAN33	-0.006081	
1506	CTRL	-0.006084	
51324	SPG21	-0.006084	
3784	KCNQ1	-0.006089	1585
30816		-0.006089	
54492	NEURL1B	-0.006091	
23545	ATP6V0A2	-0.006095	
9535	GMFG	-0.006098	
64757	1-Mar	-0.006099	
79866	BORA	-0.006100	
8301	PICALM	-0.006106	
54625	PARP14	-0.006109	
11249	NXPH2	-0.006119	
57586	SYT13	-0.006119	
30010	NXPH1	-0.006119	
23705	CADM1	-0.006122	
116444	GRIN3B	-0.006126	1586
3032	HADHB	-0.006129	
7248	TSC1	-0.006134	
4225	MEP1B	-0.006136	
11188	NISCH	-0.006144	1587
3501		-0.006149	1588
84892	GTDC2	-0.006153	
131076	CCDC58	-0.006154	
6750	SST	-0.006156	1589
8409	UXT	-0.006156	
55742	PARVA	-0.006170	
60528	ELAC2	-0.006171	
81847	RNF146	-0.006178	
10573	MRPL28	-0.006183	
6439	SFTPB	-0.006185	
54458	PRR13	-0.006188	
26229	B3GAT3	-0.006197	1590
3145	HMBS	-0.006207	
6344	SCTR	-0.006214	1591
23657	SLC7A11	-0.006218	1592
467	ATF3	-0.006226	
55600	ITLN1	-0.006231	
91875	TTC5	-0.006234	
137964	AGPAT6	-0.006235	
3162	HMOX1	-0.006238	1593
8913	CACNA1G	-0.006241	1594
4618	MYF6	-0.006248	
5606	MAP2K3	-0.006260	
50859	SPOCK3	-0.006268	
995	CDC25C	-0.006271	
